"orden","id","dominant_topic","topic_perc_contrib","keywords","text","topic","organizacion","reg_id","cod_com_ine","rango_edades_id","cantidad_participantes","inst"
11,10,2,0.19760000705719,"sueldo, nino, calle, sename, justicia, privado, equidad, estudiar, diputado, botar_basura","['nino']","Protección y equidad para la niñez","opd",10,10109,"10 a 13",7,"Programa Sename"
12,11,2,0.479200005531311,"sueldo, nino, calle, sename, justicia, privado, equidad, estudiar, diputado, botar_basura","['referir', 'proponer', 'termino', 'marcha', 'deber', 'gran', 'cantidad', 'disturbio', 'rayar', 'quema', 'privado', 'mayor', 'queja', 'grupo']","Protección y equidad para la niñez","oficina local de la niñez",4,4101,"6 a 9",12,"Establecimiento Educacional"
13,12,5,0.313400000333786,"trabajo, ley, carabinero, vivir, tambien, ayudar, situacion, playa, salir, mejores_pensión","['eliminacion', 'admisión', 'escolar', 'tombola']","Mejorar pensiones y seguridad social","opd zona sur consejo de infancia",10,10201,"10 a 13",13,"Consejo Consultivo"
14,13,4,0.435900002717972,"mejorar, agua, gustaria, digno, lugar, empresa, adultos_mayor, reciclaje, jugar, vivienda","['trabajar', 'constantemente', 'dialogo', 'entregar', 'mejora', 'comuna', 'pais']","Mejorar entorno sustentable","opd rinconada y chile crece contigo",5,5303,"10 a 13",9,"Oficina de Protección de Derechos"
15,14,0,0.431199997663498,"persona, derecho, hacer, animal, querer, medio_ambiente, limpio, dar, casa, mujer","['querer', 'buen', 'sueldo', 'buena', 'casa']","Protección del medio ambiente","oficina local de niñez la serena",4,4101,"10 a 13",9,"Oficina Local de la Niñez"
16,15,8,0.307500004768372,"mayor, existir, igualdad, espacio, publico, social, plaza, ninos_nina, oportunidad, proteccion","['cuidar', 'plaza', 'juego']","Mejores e inclusivos espacios públicos","jardin infantil los patitos",5,5109,"4 a 5",10,"Establecimiento Educacional"
17,16,3,0.42289999127388,"cuidar, violencia, forma, atencion, profesional, aumentar, hospital, medicamento, basura, paz","['romper', 'chile', 'cuidar', 'amor', 'paz', 'dibujar', 'rayado']","Mejoras en salud","oficina local de la niñez",4,4101,"4 a 5",14,"Establecimiento Educacional"
18,17,7,0.247299998998642,"educacion, mejor, gente, calidad, gratuito, eliminar, discriminacion, necesidad, pueblo, profesor","['medida']","Mejora integral a la educación","escuela jerónimo godoy villanueva",4,4105,"10 a 13",9,"Establecimiento Educacional"
19,18,1,0.174500003457069,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['alegria']","Cambios y reformas políticas","jardín infantil los sarmientos",16,16206,"4 a 5",15,"Establecimiento Educacional"
20,19,8,0.218400001525879,"mayor, existir, igualdad, espacio, publico, social, plaza, ninos_nina, oportunidad, proteccion","['trabajo', 'padre']","Mejores e inclusivos espacios públicos","alumnos escuela valle de lonquen",16,16207,"4 a 5",29,"Establecimiento Educacional"
21,20,9,0.679400026798248,"joven, solo, gratis, generar, abuso, clase, vida, conciencia, contaminacion, contar","['contar', 'gimnasio', 'cancha_futbol', 'adecuado', 'recreacion', 'permitir', 'desarrollar', 'habilidad', 'deportivo', 'actividad', 'fisico']","Juventud consciente y comprometida","comunidad rural huacanilahue",9,9111,"4 a 5",10,"Otro"
22,21,7,0.215499997138977,"educacion, mejor, gente, calidad, gratuito, eliminar, discriminacion, necesidad, pueblo, profesor","['justicia', 'pueblo']","Mejora integral a la educación","colegio jorge williams",5,5101,"10 a 13",34,"Oficina de Protección de Derechos"
23,22,7,0.215499997138977,"educacion, mejor, gente, calidad, gratuito, eliminar, discriminacion, necesidad, pueblo, profesor","['mejor', 'sueldo']","Mejora integral a la educación","consejo consultivo de niños y niñas santa barbara",8,8311,"Todos",12,"Consejo Consultivo"
24,23,3,0.194900006055832,"cuidar, violencia, forma, atencion, profesional, aumentar, hospital, medicamento, basura, paz","['marcha', 'violento']","Mejoras en salud","chcc coronel",8,8102,"Todos",25,"Otro"
25,24,3,0.403800010681152,"cuidar, violencia, forma, atencion, profesional, aumentar, hospital, medicamento, basura, paz","['protestar', 'forma', 'ordenado', 'violencia']","Mejoras en salud","chile crece contigo",8,8204,"6 a 9",18,"Establecimiento Educacional"
26,25,9,0.544099986553192,"joven, solo, gratis, generar, abuso, clase, vida, conciencia, contaminacion, contar","['abuso', 'fuerzas_armada', 'violación', 'derechos_humano', 'joven', 'proponer', 'formacion', 'comportamiento', 'acción', 'parte', 'joven', 'mantener', 'grabación', 'hecho', 'informant', 'activo', 'frente', 'hecho', 'participar', 'mas', 'cabildo', 'hacer', 'conciencia', 'tema']","Juventud consciente y comprometida","consejo consultivo cadan",7,7406,"14 a 18",11,"Consejo Consultivo"
27,26,1,0.464599996805191,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['plantar', 'mas', 'arboles_flor', 'cuidar', 'pasto']","Cambios y reformas políticas","liceo agroindustrial",7,7108,"6 a 9",32,"Establecimiento Educacional"
28,27,1,0.228799998760223,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['mas', 'parque', 'jugar']","Cambios y reformas políticas","programa chile crece contigo",5,5605,"4 a 5",22,"Establecimiento Educacional"
29,28,2,0.380400002002716,"sueldo, nino, calle, sename, justicia, privado, equidad, estudiar, diputado, botar_basura","['reduccion', 'sueldo', 'parlamentario']","Protección y equidad para la niñez","red de infancia y adolescencia",5,5101,"10 a 13",7,"Oficina de Protección de Derechos"
30,29,7,0.233199998736382,"educacion, mejor, gente, calidad, gratuito, eliminar, discriminacion, necesidad, pueblo, profesor","['generar', 'espacio', 'encontrar', 'persona', 'comunidad', 'definir', 'derecho', 'social', 'educacion', 'salud', 'transporte']","Mejora integral a la educación","oficina de protección de derechos de nna",5,5603,"14 a 18",43,"Oficina de Protección de Derechos"
31,30,5,0.497399985790253,"trabajo, ley, carabinero, vivir, tambien, ayudar, situacion, playa, salir, mejores_pensión","['ayudar', 'mas', 'necesitado', 'abuelo', 'recibir', 'pension', 'bajo']","Mejorar pensiones y seguridad social","chile crece contigo",1,1403,"6 a 9",15,"Establecimiento Educacional"
32,31,8,0.444900006055832,"mayor, existir, igualdad, espacio, publico, social, plaza, ninos_nina, oportunidad, proteccion","['creacion', 'espacio', 'parque', 'persona', 'animal', 'reunir', 'compartir']","Mejores e inclusivos espacios públicos","departamento de salud",4,4302,"6 a 9",9,"Establecimiento Educacional"
33,32,3,0.472699999809265,"cuidar, violencia, forma, atencion, profesional, aumentar, hospital, medicamento, basura, paz","['evitar', 'usar', 'cosa', 'contaminen', 'mantener', 'basura', 'lugar', 'corresponder']","Mejoras en salud","departamento de salud municipal",4,4302,"6 a 9",19,"Establecimiento Educacional"
34,33,3,0.362100005149841,"cuidar, violencia, forma, atencion, profesional, aumentar, hospital, medicamento, basura, paz","['aumentar', 'contratacion', 'profesional', 'area', 'salud']","Mejoras en salud","consejo consultivo",8,8109,"Todos",100,"Otro"
35,34,0,0.307099997997284,"persona, derecho, hacer, animal, querer, medio_ambiente, limpio, dar, casa, mujer","['realizar', 'actividad', 'mas', 'lugar', 'expresar', 'opinion']","Protección del medio ambiente","opd maule",7,7105,"Todos",35,"Establecimiento Educacional"
36,35,8,0.254799991846085,"mayor, existir, igualdad, espacio, publico, social, plaza, ninos_nina, oportunidad, proteccion","['ninos_nina', 'alimenten', 'sanamente']","Mejores e inclusivos espacios públicos","equipo comunal chile crece contigo",5,5107,"6 a 9",9,"Otro"
37,36,8,0.421400010585785,"mayor, existir, igualdad, espacio, publico, social, plaza, ninos_nina, oportunidad, proteccion","['todas_persona', 'plata', 'faltar']","Mejores e inclusivos espacios públicos","profesional seremi desarrollo social y familia",5,5105,"10 a 13",8,"Otro"
38,37,3,0.28659999370575,"cuidar, violencia, forma, atencion, profesional, aumentar, hospital, medicamento, basura, paz","['evitar', 'violencia', 'destrozo']","Mejoras en salud","escuela aonikenk",11,11402,"10 a 13",10,"Establecimiento Educacional"
39,38,1,0.174500003457069,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['popula']","Cambios y reformas políticas","liceo roberto húmeres",5,5701,"14 a 18",60,"Establecimiento Educacional"
40,39,0,0.270700007677078,"persona, derecho, hacer, animal, querer, medio_ambiente, limpio, dar, casa, mujer","['hacer', 'huerto', 'junto', 'padre']","Protección del medio ambiente","junta de vecino villa vista al mar",1,1107,"4 a 5",15,"Otro"
41,40,1,0.279100000858307,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['pasar', 'mas', 'tiempo', 'padre', 'familia']","Cambios y reformas políticas","jardin infantil ike ike",1,1101,"4 a 5",8,"Establecimiento Educacional"
42,41,0,0.309899985790253,"persona, derecho, hacer, animal, querer, medio_ambiente, limpio, dar, casa, mujer","['difusion', 'actividad', 'companero', 'participar', 'numero', 'acotado', 'participante']","Protección del medio ambiente","fortalecimiento municipal chile crece contigo",5,5803,"6 a 9",9,"Establecimiento Educacional"
43,42,4,0.385399997234344,"mejorar, agua, gustaria, digno, lugar, empresa, adultos_mayor, reciclaje, jugar, vivienda","['aumentar', 'lugar', 'reciclaje', 'mejorar', 'calidad', 'ambiente']","Mejorar entorno sustentable","niños programa 4 a 7",5,5105,"10 a 13",6,"Otro"
44,43,0,0.26350000500679,"persona, derecho, hacer, animal, querer, medio_ambiente, limpio, dar, casa, mujer","['mayor', 'armonia', 'amor', 'persona']","Protección del medio ambiente","programa de 4 a 7",5,5107,"6 a 9",9,"Otro"
45,44,7,0.304899990558624,"educacion, mejor, gente, calidad, gratuito, eliminar, discriminacion, necesidad, pueblo, profesor","['creacion', 'nuevo', 'educacional']","Mejora integral a la educación","ilustre municipalidad de el quisco",5,5604,"4 a 5",5,"Oficina de Protección de Derechos"
46,45,2,0.200399994850159,"sueldo, nino, calle, sename, justicia, privado, equidad, estudiar, diputado, botar_basura","['tomadas', 'cuenta']","Protección y equidad para la niñez","municipalidad de primavera",12,12302,"10 a 13",13,"Establecimiento Educacional"
47,46,3,0.194900006055832,"cuidar, violencia, forma, atencion, profesional, aumentar, hospital, medicamento, basura, paz","['aumentar', 'areas_verd']","Mejoras en salud","oficina local de la niñez",13,13101,"4 a 5",8,"Establecimiento Educacional"
48,47,1,0.278899997472763,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['importante', 'resultar', 'familia', 'mas', 'parte', 'dia']","Cambios y reformas políticas","jardin chasquita",4,4303,"4 a 5",11,"Establecimiento Educacional"
49,48,1,0.578599989414215,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['politico', 'ir', 'mas', 'seguido', 'barrio', 'sentir', 'ver', 'falta']","Cambios y reformas políticas","oficina local de la niñez municipalidad de santiago",13,13101,"6 a 9",14,"Oficina Local de la Niñez"
50,49,8,0.307399988174438,"mayor, existir, igualdad, espacio, publico, social, plaza, ninos_nina, oportunidad, proteccion","['mayor', 'areas_verd', 'compartir']","Mejores e inclusivos espacios públicos","chile crece contigo",12,12402,"4 a 5",2,"Establecimiento Educacional"
51,50,8,0.219600006937981,"mayor, existir, igualdad, espacio, publico, social, plaza, ninos_nina, oportunidad, proteccion","['hacer', 'sckate', 'comuna']","Mejores e inclusivos espacios públicos","escuela santa rita",7,7106,"6 a 9",19,"Establecimiento Educacional"
52,51,1,0.22859999537468,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['crear', 'mas', 'parque', 'entretención']","Cambios y reformas políticas","escuela rocío",4,4302,"4 a 5",30,"Establecimiento Educacional"
53,52,1,0.569199979305267,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['solucion', 'problema', 'pasar', 'acción', 'presidente', 'tomar', 'caso', 'tomar', 'accion', 'renuncia']","Cambios y reformas políticas","opd osorno",10,10301,"10 a 13",28,"Establecimiento Educacional"
54,53,4,0.292899996042252,"mejorar, agua, gustaria, digno, lugar, empresa, adultos_mayor, reciclaje, jugar, vivienda","['mas_areas_verd', 'espacio', 'jugar']","Mejorar entorno sustentable","coordinacion chcc dideco ilustre municipalidad de pozo almonte",1,1401,"4 a 5",30,"Establecimiento Educacional"
55,54,0,0.41389998793602,"persona, derecho, hacer, animal, querer, medio_ambiente, limpio, dar, casa, mujer","['creacion_parque', 'acuatico', 'aproveche', 'cualidad', 'territorio', 'permitir', 'ninos_nina', 'utilizar', 'sanamente', 'tiempo', 'libre']","Protección del medio ambiente","ilustre municipalidad de huara",1,1404,"6 a 9",16,"Otro"
56,55,3,0.227300003170967,"cuidar, violencia, forma, atencion, profesional, aumentar, hospital, medicamento, basura, paz","['cuidar', 'plantita', 'jardi']","Mejoras en salud","jardin infantil ike ike",1,1101,"4 a 5",10,"Establecimiento Educacional"
57,56,3,0.286500006914139,"cuidar, violencia, forma, atencion, profesional, aumentar, hospital, medicamento, basura, paz","['ensuciar', 'espacio', 'basura']","Mejoras en salud","programa fortalecimiento municipal chile crece contigo",1,1402,"6 a 9",15,"Establecimiento Educacional"
58,57,8,0.218400001525879,"mayor, existir, igualdad, espacio, publico, social, plaza, ninos_nina, oportunidad, proteccion","['crear', 'parque']","Mejores e inclusivos espacios públicos","fundacion de las familia",3,3101,"10 a 13",10,"Otro"
59,58,5,0.450500011444092,"trabajo, ley, carabinero, vivir, tambien, ayudar, situacion, playa, salir, mejores_pensión","['enerar', 'espacio', 'conversacion', 'permitir', 'ninos_nina', 'expresar', 'sentimiento', 'emoción', 'contingencia', 'nacional', 'caso', 'percibio', 'temor', 'situacion', 'pai']","Mejorar pensiones y seguridad social","jardín infantil valle del sol",5,5801,"4 a 5",14,"Establecimiento Educacional"
60,59,8,0.632099986076355,"mayor, existir, igualdad, espacio, publico, social, plaza, ninos_nina, oportunidad, proteccion","['existir', 'plaza', 'cerca', 'domicilio', 'hallar', 'juego', 'techo', 'invierno', 'mojar']","Mejores e inclusivos espacios públicos","programa 4a7 rabuco",5,5503,"10 a 13",8,"Otro"
61,60,1,0.228900000452995,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['aumento', 'disponible', 'comun']","Cambios y reformas políticas","municipalidad de pica",1,1405,"6 a 9",13,"Oficina Local de la Niñez"
62,61,1,0.386700004339218,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['cambio', 'gobierno']","Cambios y reformas políticas","oficina proteccion de derechos romeral",7,7306,"Todos",20,"Consejo Consultivo"
63,62,1,0.228799998760223,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['mas', 'parque', 'jugar']","Cambios y reformas políticas","opd",5,5605,"4 a 5",22,"Establecimiento Educacional"
64,63,9,0.247899994254112,"joven, solo, gratis, generar, abuso, clase, vida, conciencia, contaminacion, contar","['volver', 'paz', 'jugar', 'tranquilo']","Juventud consciente y comprometida","fundacion de la familias",3,3101,"6 a 9",8,"Otro"
65,64,1,0.510599970817566,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['cambio', 'gobierno', 'confiar', 'mas', 'politico', 'gobierne', 'mayor', 'transparencia']","Cambios y reformas políticas","opd tierna infancia",6,6306,"10 a 13",15,"Establecimiento Educacional"
66,65,8,0.529399991035461,"mayor, existir, igualdad, espacio, publico, social, plaza, ninos_nina, oportunidad, proteccion","['desigualdad', 'toma_decisiones', 'directivo', 'alumno', 'escolar', 'proponer', 'joven', 'tomar', 'problematica', 'involucrar', 'participar', 'espacio', 'dialogo', 'periodico', 'protegido', 'gobierno', 'democratizar', 'toma_decisiones', 'traves', 'asamblea', 'cargo', 'organo', 'independiente', 'fiscalizar', 'generar', 'igualdad', 'existir', 'observador', 'joven']","Mejores e inclusivos espacios públicos","opd viña del mar",5,5109,"14 a 18",5,"Consejo Consultivo"
67,66,6,0.289099991321564,"tener, pais, familia, tiempo, chile, hogar, autoridad, comunidad, participar, beneficio","['pais', 'mas', 'justo']","Tiempo para la familia","liceo república de brasil",14,14103,"6 a 9",45,"Establecimiento Educacional"
68,67,7,0.343800008296967,"educacion, mejor, gente, calidad, gratuito, eliminar, discriminacion, necesidad, pueblo, profesor","['perro', 'vago']","Mejora integral a la educación","municipalidad de talcahuano",8,8110,"10 a 13",52,"Otro"
69,68,9,0.205599993467331,"joven, solo, gratis, generar, abuso, clase, vida, conciencia, contaminacion, contar","['generar', 'mas', 'dialogo', 'escuchar', 'solicitud', 'pedir']","Juventud consciente y comprometida","opd cauquenes",7,7201,"Todos",24,"Programa Sename"
70,69,1,0.279000014066696,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['tener', 'acceso', 'plaza', 'espacio', 'juegos_infantil']","Cambios y reformas políticas","fortalecimiento municipal chile crece contigo opd",1,1107,"4 a 5",20,"Establecimiento Educacional"
71,70,4,0.263099998235703,"mejorar, agua, gustaria, digno, lugar, empresa, adultos_mayor, reciclaje, jugar, vivienda","['seguir', 'realizar', 'instancia', 'conversacion']","Mejorar entorno sustentable","orquesta infanto juvenil de barrio norte opd concepcion",8,8101,"Todos",30,"Oficina de Protección de Derechos"
72,71,1,0.258199989795685,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['mas', 'respetuoso']","Cambios y reformas políticas","chile crece contigo la ligua",5,5401,"10 a 13",1,"Otro"
73,72,4,0.406300008296967,"mejorar, agua, gustaria, digno, lugar, empresa, adultos_mayor, reciclaje, jugar, vivienda","['construyan', 'segundo', 'piso', 'casa', 'escalera']","Mejorar entorno sustentable","coord niñez octava y chcc comunal",8,8204,"4 a 5",8,"Establecimiento Educacional"
74,73,1,0.228799998760223,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['mas', 'tiempo', 'padre']","Cambios y reformas políticas","chcc coronel",8,8102,"Todos",20,"Otro"
75,74,2,0.159500002861023,"sueldo, nino, calle, sename, justicia, privado, equidad, estudiar, diputado, botar_basura","['convocar', 'nuevo', 'participante', 'opd', 'petorca', 'forma', 'realizar', 'dialogo', 'social', 'masivo', 'comunidad']","Protección y equidad para la niñez","opd petorca",5,5404,"Todos",7,"Consejo Consultivo"
76,75,0,0.2432000041008,"persona, derecho, hacer, animal, querer, medio_ambiente, limpio, dar, casa, mujer","['piscina']","Protección del medio ambiente","jardín infantíl  tía virginia",5,5109,"4 a 5",19,"Establecimiento Educacional"
77,76,0,0.211899995803833,"persona, derecho, hacer, animal, querer, medio_ambiente, limpio, dar, casa, mujer","['mejorar', 'sueldo_minimo']","Protección del medio ambiente","coord niñez octava y chcc comunal",8,8206,"10 a 13",6,"Establecimiento Educacional"
78,77,7,0.484600007534027,"educacion, mejor, gente, calidad, gratuito, eliminar, discriminacion, necesidad, pueblo, profesor","['educacion', 'proponer', 'invertir', 'mas', 'educacion', 'garantizar', 'gratuito', 'calidad']","Mejora integral a la educación","ppf araucaria",8,8105,"14 a 18",5,"Programa Sename"
79,78,8,0.250699996948242,"mayor, existir, igualdad, espacio, publico, social, plaza, ninos_nina, oportunidad, proteccion","['participacion']","Mejores e inclusivos espacios públicos","oficina de protección de derechos de la niñez y la adolescencia de santiago",13,13101,"Todos",18,"Oficina de Protección de Derechos"
80,79,8,0.218400001525879,"mayor, existir, igualdad, espacio, publico, social, plaza, ninos_nina, oportunidad, proteccion","['espacio', 'recreacion']","Mejores e inclusivos espacios públicos","opd curicó",7,7301,"14 a 18",8,"Oficina de Protección de Derechos"
81,80,4,0.405200004577637,"mejorar, agua, gustaria, digno, lugar, empresa, adultos_mayor, reciclaje, jugar, vivienda","['mejorar', 'escuela', 'entorn']","Mejorar entorno sustentable","escuela fernando santivan",14,14101,"4 a 5",9,"Establecimiento Educacional"
82,81,1,0.205400004982948,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['pasar', 'mayor', 'tiempo', 'famili']","Cambios y reformas políticas","escuela fernando santivan",14,14101,"6 a 9",10,"Establecimiento Educacional"
84,82,8,0.250699996948242,"mayor, existir, igualdad, espacio, publico, social, plaza, ninos_nina, oportunidad, proteccion","['existir']","Mejores e inclusivos espacios públicos","opd san rafael pelarco",7,7110,"10 a 13",16,"Establecimiento Educacional"
85,83,0,0.312000006437302,"persona, derecho, hacer, animal, querer, medio_ambiente, limpio, dar, casa, mujer","['elaborado', 'ninos_nina', 'buscar', 'solución', 'escuchar', 'necesidad', 'habitant', 'pais']","Protección del medio ambiente","escuela san josé",5,5702,"10 a 13",10,"Establecimiento Educacional"
86,84,7,0.466199994087219,"educacion, mejor, gente, calidad, gratuito, eliminar, discriminacion, necesidad, pueblo, profesor","['elaborado', 'ninos_nina', 'pueblo', 'escuchado', 'presidente', 'colocar', 'persona', 'escaso', 'recurso', 'puesto', 'gobierno', 'entender', 'necesidad', 'gente', 'mas', 'pobre']","Mejora integral a la educación","escuela maría teresa del canto",5,5702,"10 a 13",27,"Establecimiento Educacional"
87,85,1,0.186299994587898,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['construir', 'mas', 'escuela', 'casa', 'parque']","Cambios y reformas políticas","escuela fernando santivan",14,14101,"4 a 5",8,"Establecimiento Educacional"
88,86,1,0.307599991559982,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['pasar', 'mas', 'tiempo', 'famili']","Cambios y reformas políticas","escuela fernando santivan",14,14101,"6 a 9",26,"Establecimiento Educacional"
89,87,4,0.406800001859665,"mejorar, agua, gustaria, digno, lugar, empresa, adultos_mayor, reciclaje, jugar, vivienda","['mejora', 'escuela', 'vivienda']","Mejorar entorno sustentable","escuela fernando santivan",14,14101,"4 a 5",10,"Establecimiento Educacional"
90,88,8,0.656300008296967,"mayor, existir, igualdad, espacio, publico, social, plaza, ninos_nina, oportunidad, proteccion","['existir', 'mayor', 'espacio', 'ninos_nina', 'adolescente', 'comuna', 'recrear', 'compartir', 'adema']","Mejores e inclusivos espacios públicos","oficina de proteccion de derechos de infancia y adolescencia cabildo",5,5402,"10 a 13",6,"Oficina de Protección de Derechos"
91,89,6,0.411799997091293,"tener, pais, familia, tiempo, chile, hogar, autoridad, comunidad, participar, beneficio","['siempre', 'ser', 'querido', 'sentir', 'protegido']","Tiempo para la familia","oficina comunal chile crece contigo",5,5501,"4 a 5",10,"Otro"
92,90,6,0.511399984359741,"tener, pais, familia, tiempo, chile, hogar, autoridad, comunidad, participar, beneficio","['planteado', 'ninos_nina', 'relacionar', 'importancia', 'considerar', 'necesario', 'difundo', 'informacion', 'eduque', 'comunidad', 'torno']","Tiempo para la familia","escuela los cerrillos",5,5702,"10 a 13",12,"Establecimiento Educacional"
93,91,8,0.218400001525879,"mayor, existir, igualdad, espacio, publico, social, plaza, ninos_nina, oportunidad, proteccion","['parque', 'arbol']","Mejores e inclusivos espacios públicos","escuela fernando santivan",14,14101,"4 a 5",9,"Establecimiento Educacional"
94,92,8,0.275999993085861,"mayor, existir, igualdad, espacio, publico, social, plaza, ninos_nina, oportunidad, proteccion","['espacio', 'esparcimiento', 'cercano', 'domicilio']","Mejores e inclusivos espacios públicos","oficina de proteccion de derechos de infancia y adolescencia cabildo",5,5402,"6 a 9",5,"Programa Sename"
96,93,6,0.289099991321564,"tener, pais, familia, tiempo, chile, hogar, autoridad, comunidad, participar, beneficio","['mas', 'tiempo', 'familia']","Tiempo para la familia","jardín infantil y sala cuna los paltitos",5,5109,"4 a 5",21,"Establecimiento Educacional"
97,94,7,0.331499993801117,"educacion, mejor, gente, calidad, gratuito, eliminar, discriminacion, necesidad, pueblo, profesor","['realizar', 'mas', 'actividad', 'ludica', 'dentro', 'colegio', 'comunidad', 'ninos_a', 'expresar', 'sentimiento', 'manera', 'activo', 'opinión']","Mejora integral a la educación","programa chile crece contigo ilustre municipalidad de santo domingo",5,5606,"6 a 9",19,"Establecimiento Educacional"
98,95,8,0.307500004768372,"mayor, existir, igualdad, espacio, publico, social, plaza, ninos_nina, oportunidad, proteccion","['mayor', 'justicia', 'social']","Mejores e inclusivos espacios públicos","escuela blas cuevas escuela república del salvador  taller de acción comunitaria",5,5101,"Todos",120,"Establecimiento Educacional"
99,96,0,0.486299991607666,"persona, derecho, hacer, animal, querer, medio_ambiente, limpio, dar, casa, mujer","['mayor', 'compromiso', 'persona', 'animal', 'medio_ambiente', 'ninos_nina', 'identificar', 'animal', 'ser', 'inherente', 'derecho']","Protección del medio ambiente","jardín infantil leliantu",8,8305,"4 a 5",11,"Establecimiento Educacional"
100,97,8,0.435600012540817,"mayor, existir, igualdad, espacio, publico, social, plaza, ninos_nina, oportunidad, proteccion","['promover', 'espacio', 'orientacion', 'ver', 'positivo']","Mejores e inclusivos espacios públicos","consejo consultivo nna",13,13113,"Todos",11,"Consejo Consultivo"
101,98,6,0.361799985170364,"tener, pais, familia, tiempo, chile, hogar, autoridad, comunidad, participar, beneficio","['tener', 'mas', 'tiempo', 'familia']","Tiempo para la familia","escuela fernando santivan",14,14202,"6 a 9",10,"Establecimiento Educacional"
