"orden","id","dominant_topic","topic_perc_contrib","keywords","text","topic","organizacion","reg_id","cod_com_ine","rango_edades_id","cantidad_participantes","inst"
23,22,5,0.635200023651123,"mas, tener, ninos, carabinero, coser, seguridad, ir, alto, deber, deportar","['ninos', 'deber', 'participar', 'mas', 'activamente', 'democracia', 'mas', 'consultivo']","Seguridad","consejo consultivo de niños y niñas santa barbara",8,8311,"Todos",12,"Consejo Consultivo"
24,23,0,0.219099998474121,"sueldo, existir, desigualdad, vivienda, ano, eliminar, bajar, universal, madre, mujer","['fin']","Vivienda","chcc coronel",8,8102,"Todos",25,"Otro"
25,24,3,0.344300001859665,"gente, justicia, presidente, dinero, medio_ambiente, miedo, abuso_poder, manifestante, paz, precio","['tranquilo', 'limpiar']","Paz y justicia","chile crece contigo",8,8204,"6 a 9",18,"Establecimiento Educacional"
26,25,6,0.398099988698959,"social, igualdad, familia, gratuito, derecho, lugar, vida, poblar, tiempo, dar","['soldar', 'dignar', 'permitir', 'vivir', 'tranquilo', 'optar', 'sistema', 'salud', 'calidad', 'gratuito', 'morir', 'esperar', 'hora', 'medicar', 'examen']","Derechos sociales e igualdad","consejo consultivo cadan",7,7406,"14 a 18",11,"Consejo Consultivo"
27,26,7,0.323100000619888,"acceso, trabajar, hospital, mascota, parlamentario, areas_verdes, dialogos, inadecuado, digno, infantil","['areas_verdes', 'población']","Acceso a servicios y prestaciones dignas","liceo agroindustrial",7,7108,"6 a 9",32,"Establecimiento Educacional"
28,27,9,0.199200004339218,"respetar, partir, piscina, hacer, colegio, comuna, problema, necesario, sector, ademar","['partir', 'padre']","Espacios recreativos y de esparcimiento","programa chile crece contigo",5,5605,"4 a 5",22,"Establecimiento Educacional"
29,28,9,0.583700001239777,"respetar, partir, piscina, hacer, colegio, comuna, problema, necesario, sector, ademar","['tolerante', 'respetar', 'amor', 'empatico', 'librar', 'planeta']","Espacios recreativos y de esparcimiento","red de infancia y adolescencia",5,5101,"10 a 13",7,"Oficina de Protección de Derechos"
30,29,8,0.282999992370605,"falto, poder, publicar, jovenes, espacio, adolescente, adultos_mayores, escuchar, callar, drogar","['ninos_ninas']","Espacios públicos","oficina de protección de derechos de nna",5,5603,"14 a 18",43,"Oficina de Protección de Derechos"
31,30,1,0.376399993896484,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['tener', 'mejor', 'educacion']","Mejorar calidad y acceso a salud y educación","chile crece contigo",1,1403,"6 a 9",15,"Establecimiento Educacional"
32,31,9,0.379900008440018,"respetar, partir, piscina, hacer, colegio, comuna, problema, necesario, sector, ademar","['concienciar', 'medio_ambiente', 'partir', 'comunidad']","Espacios recreativos y de esparcimiento","departamento de salud",4,4302,"6 a 9",9,"Establecimiento Educacional"
33,32,1,0.197300001978874,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","[]","Mejorar calidad y acceso a salud y educación","departamento de salud municipal",4,4302,"6 a 9",19,"Establecimiento Educacional"
34,33,1,0.334199994802475,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['mejorar']","Mejorar calidad y acceso a salud y educación","consejo consultivo",8,8109,"Todos",100,"Otro"
35,34,1,0.197300001978874,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","[]","Mejorar calidad y acceso a salud y educación","opd maule",7,7105,"Todos",35,"Establecimiento Educacional"
36,35,9,0.236900001764297,"respetar, partir, piscina, hacer, colegio, comuna, problema, necesario, sector, ademar","['faltar', 'amor']","Espacios recreativos y de esparcimiento","equipo comunal chile crece contigo",5,5107,"6 a 9",9,"Otro"
37,36,6,0.328900009393692,"social, igualdad, familia, gratuito, derecho, lugar, vida, poblar, tiempo, dar","['adulto', 'dejar', 'discutir']","Derechos sociales e igualdad","profesional seremi desarrollo social y familia",5,5105,"10 a 13",8,"Otro"
38,37,8,0.338200002908707,"falto, poder, publicar, jovenes, espacio, adolescente, adultos_mayores, escuchar, callar, drogar","['aumentar', 'pensionar', 'adultos_mayores']","Espacios públicos","escuela aonikenk",11,11402,"10 a 13",10,"Establecimiento Educacional"
39,38,8,0.282999992370605,"falto, poder, publicar, jovenes, espacio, adolescente, adultos_mayores, escuchar, callar, drogar","['espacio']","Espacios públicos","liceo roberto húmeres",5,5701,"14 a 18",60,"Establecimiento Educacional"
40,39,4,0.267399996519089,"personar, violencia, necesidad, ser, aguar, recurso, transportar, generar, necesitar, malo","['necesidad']","Conectividad y transporte","junta de vecino villa vista al mar",1,1107,"4 a 5",15,"Otro"
41,40,6,0.422800004482269,"social, igualdad, familia, gratuito, derecho, lugar, vida, poblar, tiempo, dar","['ninos', 'manifestar', 'importante', 'familia', 'querer', 'junto']","Derechos sociales e igualdad","jardin infantil ike ike",1,1101,"4 a 5",8,"Establecimiento Educacional"
42,41,1,0.197300001978874,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","[]","Mejorar calidad y acceso a salud y educación","fortalecimiento municipal chile crece contigo",5,5803,"6 a 9",9,"Establecimiento Educacional"
43,42,4,0.228400006890297,"personar, violencia, necesidad, ser, aguar, recurso, transportar, generar, necesitar, malo","['seguridad', 'personar']","Conectividad y transporte","niños programa 4 a 7",5,5105,"10 a 13",6,"Otro"
44,43,1,0.249300003051758,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['necesidad', 'afectar', 'cuidar']","Mejorar calidad y acceso a salud y educación","programa de 4 a 7",5,5107,"6 a 9",9,"Otro"
45,44,8,0.391200006008148,"falto, poder, publicar, jovenes, espacio, adolescente, adultos_mayores, escuchar, callar, drogar","['falto', 'cancha', 'futbo']","Espacios públicos","ilustre municipalidad de el quisco",5,5604,"4 a 5",5,"Oficina de Protección de Derechos"
46,45,9,0.233199998736382,"respetar, partir, piscina, hacer, colegio, comuna, problema, necesario, sector, ademar","['respetar']","Espacios recreativos y de esparcimiento","municipalidad de primavera",12,12302,"10 a 13",13,"Establecimiento Educacional"
47,46,0,0.417499989271164,"sueldo, existir, desigualdad, vivienda, ano, eliminar, bajar, universal, madre, mujer","['presenciar', 'figurar', 'significativo']","Vivienda","oficina local de la niñez",13,13101,"4 a 5",8,"Establecimiento Educacional"
48,47,5,0.601499974727631,"mas, tener, ninos, carabinero, coser, seguridad, ir, alto, deber, deportar","['mas', 'tiempo_padres', 'salir', 'plaza', 'jugar', 'ver', 'tener', 'mas', 'hora', 'descansar', 'senalaron']","Seguridad","jardin chasquita",4,4303,"4 a 5",11,"Establecimiento Educacional"
49,48,2,0.433299988508224,"menos, cambiar, padre, igualdad_genero, actividad, politicos, disminuir, saqueo, calle, mayor_cantidad","['escaso', 'areas_verdes', 'disponible', 'usar', 'familiar', 'mejorar', 'parque', 'mas', 'plantar', 'arbolar', 'menos', 'cementar']","Cambios políticos y culturales","oficina local de la niñez municipalidad de santiago",13,13101,"6 a 9",14,"Oficina Local de la Niñez"
50,49,3,0.40149998664856,"gente, justicia, presidente, dinero, medio_ambiente, miedo, abuso_poder, manifestante, paz, precio","['formar', 'inadecuado', 'robo', 'disturbio', 'incendio', 'temor']","Paz y justicia","chile crece contigo",12,12402,"4 a 5",2,"Establecimiento Educacional"
51,50,1,0.431199997663498,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['mejor', 'salud']","Mejorar calidad y acceso a salud y educación","escuela santa rita",7,7106,"6 a 9",19,"Establecimiento Educacional"
52,51,8,0.38740000128746,"falto, poder, publicar, jovenes, espacio, adolescente, adultos_mayores, escuchar, callar, drogar","['espacio', 'jugar']","Espacios públicos","escuela rocío",4,4302,"4 a 5",30,"Establecimiento Educacional"
53,52,8,0.449499994516373,"falto, poder, publicar, jovenes, espacio, adolescente, adultos_mayores, escuchar, callar, drogar","['protestar', 'pacificar', 'acabar', 'saqueo', 'acto', 'violencia', 'poner', 'violencia', 'factor', 'altamente', 'estresante', 'ninos_ninas']","Espacios públicos","opd osorno",10,10301,"10 a 13",28,"Establecimiento Educacional"
54,53,9,0.303900003433228,"respetar, partir, piscina, hacer, colegio, comuna, problema, necesario, sector, ademar","['necesidad', 'contar', 'cancha', 'grande', 'bonito', 'jugar', 'pelota', 'asi', 'tambien', 'senalaron', 'gustaria', 'tener', 'piscina', 'principalmente', 'familia', 'nuclear']","Espacios recreativos y de esparcimiento","coordinacion chcc dideco ilustre municipalidad de pozo almonte",1,1401,"4 a 5",30,"Establecimiento Educacional"
55,54,6,0.279000014066696,"social, igualdad, familia, gratuito, derecho, lugar, vida, poblar, tiempo, dar","['consumir', 'abusivo', 'drogas_alcohol']","Derechos sociales e igualdad","ilustre municipalidad de huara",1,1404,"6 a 9",16,"Otro"
56,55,6,0.329800009727478,"social, igualdad, familia, gratuito, derecho, lugar, vida, poblar, tiempo, dar","['necesidad', 'tiempo', 'familia']","Derechos sociales e igualdad","jardin infantil ike ike",1,1101,"4 a 5",10,"Establecimiento Educacional"
57,56,8,0.241799995303154,"falto, poder, publicar, jovenes, espacio, adolescente, adultos_mayores, escuchar, callar, drogar","['tiempo', 'poder']","Espacios públicos","programa fortalecimiento municipal chile crece contigo",1,1402,"6 a 9",15,"Establecimiento Educacional"
58,57,3,0.30009999871254,"gente, justicia, presidente, dinero, medio_ambiente, miedo, abuso_poder, manifestante, paz, precio","['mayor', 'parque', 'cine']","Paz y justicia","fundacion de las familia",3,3101,"10 a 13",10,"Otro"
59,58,4,0.260300010442734,"personar, violencia, necesidad, ser, aguar, recurso, transportar, generar, necesitar, malo","['necesidad', 'espacio', 'ninos', 'expresar', 'generar']","Conectividad y transporte","jardín infantil valle del sol",5,5801,"4 a 5",14,"Establecimiento Educacional"
60,59,0,0.431300014257431,"sueldo, existir, desigualdad, vivienda, ano, eliminar, bajar, universal, madre, mujer","['recalcar', 'ensenar', 'escuela', 'cultivar', 'existir']","Vivienda","programa 4a7 rabuco",5,5503,"10 a 13",8,"Otro"
61,60,1,0.503499984741211,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['principalmente', 'carencia', 'oportunidad']","Mejorar calidad y acceso a salud y educación","municipalidad de pica",1,1405,"6 a 9",13,"Oficina Local de la Niñez"
62,61,0,0.332800000905991,"sueldo, existir, desigualdad, vivienda, ano, eliminar, bajar, universal, madre, mujer","['desigualdad', 'sueldo']","Vivienda","oficina proteccion de derechos romeral",7,7306,"Todos",20,"Consejo Consultivo"
63,62,9,0.199200004339218,"respetar, partir, piscina, hacer, colegio, comuna, problema, necesario, sector, ademar","['partir', 'padre']","Espacios recreativos y de esparcimiento","opd",5,5605,"4 a 5",22,"Establecimiento Educacional"
64,63,3,0.344300001859665,"gente, justicia, presidente, dinero, medio_ambiente, miedo, abuso_poder, manifestante, paz, precio","['miedo', 'barricada']","Paz y justicia","fundacion de la familias",3,3101,"6 a 9",8,"Otro"
65,64,5,0.39640000462532,"mas, tener, ninos, carabinero, coser, seguridad, ir, alto, deber, deportar","['tener', 'padre', 'mas', 'presente', 'tener', 'mejor', 'pasar', 'solo', 'algun', 'familiar']","Seguridad","opd tierna infancia",6,6306,"10 a 13",15,"Establecimiento Educacional"
66,65,6,0.271699994802475,"social, igualdad, familia, gratuito, derecho, lugar, vida, poblar, tiempo, dar","['dignidad']","Derechos sociales e igualdad","opd viña del mar",5,5109,"14 a 18",5,"Consejo Consultivo"
67,66,8,0.282900005578995,"falto, poder, publicar, jovenes, espacio, adolescente, adultos_mayores, escuchar, callar, drogar","['ser_escuchados']","Espacios públicos","liceo república de brasil",14,14103,"6 a 9",45,"Establecimiento Educacional"
68,67,9,0.300999999046326,"respetar, partir, piscina, hacer, colegio, comuna, problema, necesario, sector, ademar","['perro', 'vago', 'fiscalizar']","Espacios recreativos y de esparcimiento","municipalidad de talcahuano",8,8110,"10 a 13",52,"Otro"
69,68,8,0.428799986839294,"falto, poder, publicar, jovenes, espacio, adolescente, adultos_mayores, escuchar, callar, drogar","['necesidad', 'propio', 'contexto', 'residenciar', 'tiempo', 'aire_libre']","Espacios públicos","opd cauquenes",7,7201,"Todos",24,"Programa Sename"
70,69,6,0.20160000026226,"social, igualdad, familia, gratuito, derecho, lugar, vida, poblar, tiempo, dar","['mayor', 'acceso', 'areas', 'esparcimiento', 'plaza', 'piscina', 'tiempo', 'familia']","Derechos sociales e igualdad","fortalecimiento municipal chile crece contigo opd",1,1107,"4 a 5",20,"Establecimiento Educacional"
71,70,1,0.430400013923645,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['ocurrir', 'casar']","Mejorar calidad y acceso a salud y educación","orquesta infanto juvenil de barrio norte opd concepcion",8,8101,"Todos",30,"Oficina de Protección de Derechos"
72,71,3,0.383199989795685,"gente, justicia, presidente, dinero, medio_ambiente, miedo, abuso_poder, manifestante, paz, precio","['amistoso', 'agradable', 'generoso', 'paz', 'vivir', 'tranquilo']","Paz y justicia","chile crece contigo la ligua",5,5401,"10 a 13",1,"Otro"
73,72,3,0.252600014209747,"gente, justicia, presidente, dinero, medio_ambiente, miedo, abuso_poder, manifestante, paz, precio","['necesidad', 'vivienda', 'mas', 'amplio', 'tener', 'electricidad', 'constante']","Paz y justicia","coord niñez octava y chcc comunal",8,8204,"4 a 5",8,"Establecimiento Educacional"
74,73,4,0.267399996519089,"personar, violencia, necesidad, ser, aguar, recurso, transportar, generar, necesitar, malo","['seguro']","Conectividad y transporte","chcc coronel",8,8102,"Todos",20,"Otro"
75,74,1,0.446700006723404,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['importancia', 'mejorar', 'calidad', 'educacion']","Mejorar calidad y acceso a salud y educación","opd petorca",5,5404,"Todos",7,"Consejo Consultivo"
76,75,5,0.662999987602234,"mas, tener, ninos, carabinero, coser, seguridad, ir, alto, deber, deportar","['ninos_ninas', 'destacar', 'institución', 'carabinero', 'bombero', 'bueno', 'apoyar', 'siempre', 'coser', 'pasar', 'pais']","Seguridad","jardín infantíl  tía virginia",5,5109,"4 a 5",19,"Establecimiento Educacional"
77,76,1,0.28549998998642,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['mejorar', 'sueldo']","Mejorar calidad y acceso a salud y educación","coord niñez octava y chcc comunal",8,8206,"10 a 13",6,"Establecimiento Educacional"
78,77,0,0.410800009965897,"sueldo, existir, desigualdad, vivienda, ano, eliminar, bajar, universal, madre, mujer","['vivienda', 'senala', 'debe_ser', 'universal', 'garantizar', 'vivienda', 'digno', 'calidad']","Vivienda","ppf araucaria",8,8105,"14 a 18",5,"Programa Sename"
79,78,3,0.37950000166893,"gente, justicia, presidente, dinero, medio_ambiente, miedo, abuso_poder, manifestante, paz, precio","['tratar', 'dignar', 'ninos', 'hogar']","Paz y justicia","oficina de protección de derechos de la niñez y la adolescencia de santiago",13,13101,"Todos",18,"Oficina de Protección de Derechos"
80,79,4,0.229599997401237,"personar, violencia, necesidad, ser, aguar, recurso, transportar, generar, necesitar, malo","['personar', 'mente', 'cerrar']","Conectividad y transporte","opd curicó",7,7301,"14 a 18",8,"Oficina de Protección de Derechos"
81,80,2,0.304399996995926,"menos, cambiar, padre, igualdad_genero, actividad, politicos, disminuir, saqueo, calle, mayor_cantidad","['tener', 'escuela', 'jardin', 'arbolar', 'mejorar', 'aire']","Cambios políticos y culturales","escuela fernando santivan",14,14101,"4 a 5",9,"Establecimiento Educacional"
82,81,5,0.263000011444092,"mas, tener, ninos, carabinero, coser, seguridad, ir, alto, deber, deportar","['areas']","Seguridad","escuela fernando santivan",14,14101,"6 a 9",10,"Establecimiento Educacional"
83,82,7,0.282000005245209,"acceso, trabajar, hospital, mascota, parlamentario, areas_verdes, dialogos, inadecuado, digno, infantil","['mayor_cantidad', 'areas_verdes', 'entornar']","Acceso a servicios y prestaciones dignas","ilustre municipalidad de punta arenas",12,12101,"4 a 5",21,"Establecimiento Educacional"
84,83,4,0.267300009727478,"personar, violencia, necesidad, ser, aguar, recurso, transportar, generar, necesitar, malo","['humanar']","Conectividad y transporte","opd san rafael pelarco",7,7110,"10 a 13",16,"Establecimiento Educacional"
85,84,8,0.608200013637543,"falto, poder, publicar, jovenes, espacio, adolescente, adultos_mayores, escuchar, callar, drogar","['necesidad', 'manifestar', 'ninos_ninas', 'indagar', 'falto', 'espacio', 'escuchar', 'ademar', 'carencia', 'espacio', 'esparcimiento', 'evento', 'cultural', 'deporte', 'segun', 'interesar', 'entregar']","Espacios públicos","escuela san josé",5,5702,"10 a 13",10,"Establecimiento Educacional"
86,85,1,0.197300001978874,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","[]","Mejorar calidad y acceso a salud y educación","escuela maría teresa del canto",5,5702,"10 a 13",27,"Establecimiento Educacional"
87,86,8,0.187199994921684,"falto, poder, publicar, jovenes, espacio, adolescente, adultos_mayores, escuchar, callar, drogar","['falto', 'trabajar', 'dinero', 'familia']","Espacios públicos","escuela fernando santivan",14,14101,"4 a 5",8,"Establecimiento Educacional"
88,87,8,0.398299992084503,"falto, poder, publicar, jovenes, espacio, adolescente, adultos_mayores, escuchar, callar, drogar","['falto', 'mayor', 'espacio', 'esparcimient']","Espacios públicos","escuela fernando santivan",14,14101,"6 a 9",26,"Establecimiento Educacional"
89,88,1,0.334199994802475,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['educacion']","Mejorar calidad y acceso a salud y educación","escuela fernando santivan",14,14101,"4 a 5",10,"Establecimiento Educacional"
90,89,4,0.228400006890297,"personar, violencia, necesidad, ser, aguar, recurso, transportar, generar, necesitar, malo","['aguar', 'comuna']","Conectividad y transporte","oficina de proteccion de derechos de infancia y adolescencia cabildo",5,5402,"10 a 13",6,"Oficina de Protección de Derechos"
91,90,6,0.292600005865097,"social, igualdad, familia, gratuito, derecho, lugar, vida, poblar, tiempo, dar","['mamar', 'conocer', 'papar', 'hermanar']","Derechos sociales e igualdad","oficina comunal chile crece contigo",5,5501,"4 a 5",10,"Otro"
92,91,4,0.564499974250793,"personar, violencia, necesidad, ser, aguar, recurso, transportar, generar, necesitar, malo","['necesidad', 'resguardar', 'zona', 'verde', 'aguar']","Conectividad y transporte","escuela los cerrillos",5,5702,"10 a 13",12,"Establecimiento Educacional"
93,92,4,0.267399996519089,"personar, violencia, necesidad, ser, aguar, recurso, transportar, generar, necesitar, malo","['recreativo']","Conectividad y transporte","escuela fernando santivan",14,14101,"4 a 5",9,"Establecimiento Educacional"
94,93,1,0.285600006580353,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['ser_escuchados', 'adulto']","Mejorar calidad y acceso a salud y educación","oficina de proteccion de derechos de infancia y adolescencia cabildo",5,5402,"6 a 9",5,"Programa Sename"
95,94,6,0.271699994802475,"social, igualdad, familia, gratuito, derecho, lugar, vida, poblar, tiempo, dar","['mamar']","Derechos sociales e igualdad","chile crece contigo i municipalidad de limache",5,5802,"4 a 5",11,"Otro"
96,95,5,0.370400011539459,"mas, tener, ninos, carabinero, coser, seguridad, ir, alto, deber, deportar","['volver', 'abuelo']","Seguridad","jardín infantil y sala cuna los paltitos",5,5109,"4 a 5",21,"Establecimiento Educacional"
97,96,8,0.428900003433228,"falto, poder, publicar, jovenes, espacio, adolescente, adultos_mayores, escuchar, callar, drogar","['contar', 'plaza', 'espacio', 'desarrollar', 'deportar', 'jugar']","Espacios públicos","programa chile crece contigo ilustre municipalidad de santo domingo",5,5606,"6 a 9",19,"Establecimiento Educacional"
98,97,9,0.368099987506866,"respetar, partir, piscina, hacer, colegio, comuna, problema, necesario, sector, ademar","['falto', 'hora', 'descansar', 'jornada', 'escolar', 'extenso', 'agotador']","Espacios recreativos y de esparcimiento","escuela blas cuevas escuela república del salvador  taller de acción comunitaria",5,5101,"Todos",120,"Establecimiento Educacional"
99,98,1,0.28549998998642,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['cuidar', 'maltratar']","Mejorar calidad y acceso a salud y educación","jardín infantil leliantu",8,8305,"4 a 5",11,"Establecimiento Educacional"
100,99,5,0.432399988174438,"mas, tener, ninos, carabinero, coser, seguridad, ir, alto, deber, deportar","['necesidad', 'contar', 'mas', 'plaza', 'comuna', 'habilitar', 'deportar', 'libre', 'humo']","Seguridad","consejo consultivo nna",13,13113,"Todos",11,"Consejo Consultivo"
101,100,8,0.241699993610382,"falto, poder, publicar, jovenes, espacio, adolescente, adultos_mayores, escuchar, callar, drogar","['areas', 'esparcimiento']","Espacios públicos","escuela fernando santivan",14,14202,"6 a 9",10,"Establecimiento Educacional"
102,101,1,0.249200001358986,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['falto', 'mayor', 'respetar']","Mejorar calidad y acceso a salud y educación","escuela fernando santivan",14,14202,"10 a 13",9,"Establecimiento Educacional"
103,102,9,0.236900001764297,"respetar, partir, piscina, hacer, colegio, comuna, problema, necesario, sector, ademar","['enfermeria', 'equipar']","Espacios recreativos y de esparcimiento","consejo consultivo nna",13,13113,"Todos",28,"Consejo Consultivo"
104,103,1,0.503499984741211,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['mejorar', 'pensionar', 'adulto']","Mejorar calidad y acceso a salud y educación","escuela fernando santivan",14,14101,"10 a 13",8,"Establecimiento Educacional"
105,104,1,0.335999995470047,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['educacion', 'grati']","Mejorar calidad y acceso a salud y educación","escuela fernando santivan",14,14202,"10 a 13",8,"Establecimiento Educacional"
